"","ID","condition","date","OS","learn_trial_n","chosen_door","reward","task_stim","catch_success","catch_rt","blue_val","red_val","yellow_val","purple_val","noise","catch_fail","optimal_choice","reward_list","chosen_door_num","ID_num","inverse_temperature","directed_exploration","perseveration","learning_rate","prediction_error"
"66","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",66,"blue_door",38,"Scenes_paint/Faneuil_Hall.jpg",0,NA,37.591,43.665,40.519,44.552,0.54108,NA,0,3,2,1,0.165250501455611,0.012309249861754,0.822098570914142,0.847145391342648,2.41940800185728
"67","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",67,"yellow_door",50,"Scenes_paint/Biltmore_Mansion_1.jpg",0,NA,40.906,45.387,43.294,41.139,6.3227,NA,0,3,4,1,0.165250501455611,0.012309249861754,0.822098570914142,0.697375993943999,0.291368652974015
"68","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",68,"yellow_door",43,"Scenes_paint/Pantheon.jpg",0,NA,44.136,47.479,42.973,46.452,-0.13411,NA,0,3,4,1,0.165250501455611,0.012309249861754,0.822098570914142,0.53804000940618,-6.91327092344149
"69","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",69,"yellow_door",36,"Scenes_paint/Singapore_Merlion.jpg",0,NA,45.774,42.792,39.72,47.014,-4.1773,NA,0,3,4,1,0.165250501455611,0.012309249861754,0.822098570914142,0.502620446252639,-10.256078635805
"70","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",70,"red_door",52,"Scenes_paint/Petra_Jordan_1.jpg",0,NA,48.533,43.367,39.558,47.253,9.0368,NA,0,3,1,1,0.165250501455611,0.012309249861754,0.822098570914142,0.766819519972195,10.5721372882078
"71","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",71,"red_door",41,"Scenes_paint/Great_Wall_Of_China_1.jpg",0,NA,51.139,42.894,41.265,51.691,-1.8513,NA,0,3,1,1,0.165250501455611,0.012309249861754,0.822098570914142,0.551946049557616,-8.54241349539951
"72","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",72,"red_door",43,"Scenes_paint/Provence_Lavender.jpg",0,NA,56.573,38.315,40.463,51.34,4.5045,NA,0,3,1,1,0.165250501455611,0.012309249861754,0.822098570914142,0.505926576364899,-1.91229173427411
"73","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",73,"red_door",32,"Scenes_paint/Bali.jpg",0,NA,60.035,35.413,38.493,53.874,-3.1717,NA,0,3,1,1,0.165250501455611,0.012309249861754,0.822098570914142,0.494813824056551,-12.044117598746
"74","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",74,"yellow_door",45,"Scenes_paint/Monte_Carlo_Casino_1.jpg",0,NA,56.379,35.068,42.346,52.713,2.9127,NA,0,3,4,1,0.165250501455611,0.012309249861754,0.822098570914142,0.731306674590585,3.19267661301247
"75","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",75,"yellow_door",46,"Scenes_paint/Lotus_Temple.jpg",0,NA,59.726,37.526,45.936,50.243,0.094876,NA,0,3,4,1,0.165250501455611,0.012309249861754,0.822098570914142,0.544940847360304,1.76178214141103
